ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude
10140899,07-06-2015 19:52,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,1,0,7,17,67,18,1166855,1859263,2015,41.76937879,-87.66394224
9461038,01-13-2014 06:10,BATTERY,SIMPLE,GAS STATION,0,0,11,27,23,08B,1154812,1905151,2014,41.89554991,-87.70686
8783131,09-01-2012 10:49,BURGLARY,FORCIBLE ENTRY,RESIDENCE,1,0,8,16,63,5,1160991,1867206,2012,41.79129871,-87.68521762
10622425,08-02-2016 17:15,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,1,0,11,28,27,26,1155056,1899686,2016,41.88054852,-87.70611055
9224179,07-20-2013 12:01,BATTERY,SIMPLE,SIDEWALK,1,0,20,46,3,08B,1168735,1933270,2013,41.97241942,-87.65490699
9878276,12-03-2014 16:45,CRIMINAL DAMAGE,TO VEHICLE,RESTAURANT,0,0,25,31,19,14,1140989,1918115,2014,41.9313903,-87.75730944
8926919,12-10-2012 15:30,THEFT,FROM BUILDING,RESIDENTIAL YARD (FRONT/BACK),0,0,4,10,51,6,1195141,1838277,2012,41.71114058,-87.56095067
10403180,02-04-2016 01:15,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,1,0,25,31,19,18,1142884,1918162,2016,41.93148413,-87.75034439
10246280,09-22-2015 08:05,THEFT,FROM BUILDING,OTHER,0,0,14,1,24,6,1163644,1910678,2015,41.91053485,-87.67426617
10671284,08-29-2016 08:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,0,0,19,47,5,11,1159294,1928151,2016,41.95857253,-87.6897646
9073485,04-03-2013 21:14,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,1,0,11,27,23,18,1151253,1904714,2013,41.8944213,-87.71994293
8950068,12-31-2012 03:30,BURGLARY,FORCIBLE ENTRY,GROCERY FOOD STORE,0,0,16,38,15,5,1141373,1923447,2012,41.94601475,-87.75576627
9716114,07-09-2014 12:48,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,1,0,6,21,71,18,1171495,1847363,2014,41.7366233,-87.64728198
9491090,02-08-2014 19:00,THEFT,$500 AND UNDER,STREET,0,0,6,21,71,6,1169425,1850138,2014,41.74428331,-87.65478562
9165434,06-07-2013 19:00,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",0,0,16,38,15,08B,1141017,1924851,2013,41.94987403,-87.75704013
10061033,05-06-2015 14:40,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,3,5,42,14,1188018,1861107,2015,41.77396072,-87.5863105
9404040,11-25-2013 08:30,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,1,3,5,43,14,1189401,1859290,2013,41.76894164,-87.58129902
9274794,08-21-2013 07:00,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,APARTMENT,0,1,25,31,19,26,1144516,1919740,2013,41.9357837,-87.74430716
8651854,06-09-2012 21:00,BATTERY,SIMPLE,RESIDENCE,0,0,7,17,67,08B,1165858,1859402,2012,41.76978146,-87.66759285
9926381,01-14-2015 02:05,THEFT,PURSE-SNATCHING,STREET,0,0,14,26,24,6,1157320,1910513,2015,41.91021307,-87.6975027
9441187,12-26-2013 09:00,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,0,0,12,25,31,5,1166010,1891252,2013,41.85717819,-87.66612924
10170522,07-28-2015 04:45,CRIMINAL TRESPASS,TO LAND,FACTORY/MANUFACTURING BUILDING,0,0,14,32,22,26,1165993,1913063,2015,41.91702959,-87.66556864
8951898,01-01-2013 22:10,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,1,0,6,8,44,18,1183647,1851316,2013,41.74719631,-87.60263839
10799945,12-29-2016 06:00,THEFT,$500 AND UNDER,STREET,0,0,24,50,2,6,1160691,1941804,2016,41.99600804,-87.68424835
10713629,10-12-2016 13:45,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,HOTEL/MOTEL,1,0,1,42,32,04A,1177549,1902643,2016,41.8881819,-87.62342915
8442255,01-16-2012 09:35,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,1,0,2,20,40,18,1179036,1866453,2012,41.78884005,-87.61907362
10509964,05-04-2016 18:00,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE,1,0,11,27,23,18,1153127,1903782,2016,41.89182683,-87.71308499
10780848,12-10-2016 20:00,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,0,0,10,22,30,6,1154399,1888194,2016,41.84902636,-87.70882997
10609169,07-15-2016 03:16,THEFT,RETAIL THEFT,GAS STATION,0,0,4,7,51,6,1188709,1842306,2016,41.72235251,-87.58437738
8699889,07-05-2012 18:00,THEFT,$500 AND UNDER,STREET,0,0,5,34,49,6,1177788,1835170,2012,41.70302412,-87.62459433
8479181,02-12-2012 18:00,ASSAULT,SIMPLE,SIDEWALK,0,1,25,30,22,08A,1149626,1913661,2012,41.91900451,-87.72568569
9487057,02-05-2014 22:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,1,0,8,15,66,18,1162130,1863314,2014,41.7805949,-87.68114938
9324780,09-26-2013 01:30,BATTERY,DOMESTIC BATTERY SIMPLE,PARK PROPERTY,0,0,2,4,41,08B,1184254,1871218,2013,41.80179505,-87.59979217
10448478,03-14-2016 11:55,BURGLARY,HOME INVASION,APARTMENT,0,0,24,49,1,5,,,2016,,
9680682,07-04-2014 05:10,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,0,0,9,3,61,04B,1168127,1873349,2014,41.8080052,-87.65887462
8936578,12-17-2012 12:01,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,"SCHOOL, PRIVATE, GROUNDS",0,0,24,48,77,2,1167704,1942303,2012,41.99722854,-87.6584364
8486288,02-18-2012 06:10,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,0,1,4,8,48,08B,1191472,1843543,2012,41.72568055,-87.5742171
10580311,06-29-2016 01:35,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,19,44,6,7,1166365,1922766,2016,41.94364719,-87.66392359
10376744,01-12-2016 17:00,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,0,0,11,27,23,7,1149554,1905881,2016,41.89765683,-87.72615257
9932082,01-20-2015 12:02,CRIMINAL DAMAGE,TO PROPERTY,DAY CARE CENTER,1,0,3,20,42,14,1180436,1864670,2015,41.7839153,-87.61399505
10351055,12-14-2015 06:30,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,AIRCRAFT,0,0,24,50,2,24,1161721,1942497,2015,41.99788817,-87.68044002
9533514,03-17-2014 04:00,THEFT,$500 AND UNDER,STREET,0,0,8,18,66,6,1158274,1857145,2014,41.76374564,-87.69545401
9708600,07-24-2014 03:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,11,28,26,14,1147571,1899311,2014,41.8796663,-87.73360462
9504754,02-19-2014 05:18,THEFT,$500 AND UNDER,RESTAURANT,0,0,19,48,3,6,1167680,1931481,2014,41.96753321,-87.65883818
10296110,10-31-2015 07:50,NARCOTICS,POSS: CRACK,STREET,1,0,6,21,71,18,1167496,1847999,2015,41.73845512,-87.66191485
9949802,02-03-2015 18:09,NARCOTICS,POSS: PCP,APARTMENT,1,0,10,22,30,18,1154415,1887682,2015,41.84762106,-87.70878491
8811036,09-20-2012 10:20,CRIMINAL DAMAGE,TO PROPERTY,NURSING HOME/RETIREMENT HOME,0,0,2,3,38,14,1177472,1875091,2012,41.81257904,-87.62454705
9012481,02-17-2013 01:52,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,1,0,10,22,30,04B,1150095,1887566,2013,41.84738786,-87.72464255
10726000,10-22-2016 08:20,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,1,1,6,6,44,08B,1181210,1852080,2016,41.74934925,-87.61154466
10251607,09-25-2015 08:30,THEFT,$500 AND UNDER,BARBERSHOP,0,0,25,27,23,6,1149905,1908747,2015,41.9055146,-87.7247887
9712463,07-27-2014 03:40,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,10,22,30,14,1149721,1883727,2014,41.83686041,-87.72611475
9391328,11-15-2013 01:00,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,1,1,10,24,29,08B,1153122,1890368,2013,41.85501746,-87.71345912
10335962,12-06-2015 16:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,3,7,43,08B,1195265,1857288,2015,41.76330531,-87.55987085
10202288,08-19-2015 09:30,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,0,11,28,26,14,1148133,1898999,2015,41.87879934,-87.73154905
8517362,03-12-2012 16:15,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,7,17,68,7,1170145,1860050,2012,41.77146752,-87.65185976
9299653,09-09-2013 16:48,BATTERY,SIMPLE,CTA BUS,0,0,6,21,71,08B,1172423,1849658,2013,41.74290073,-87.64381472
9387495,11-12-2013 17:25,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,1,9,12,61,08B,1161212,1877071,2013,41.81836493,-87.68413403
8435027,01-10-2012 23:34,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,1,0,24,50,2,18,1158170,1942050,2012,41.99673514,-87.69351519
8940933,12-21-2012 04:30,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,0,0,7,15,67,5,1166103,1862000,2012,41.77690551,-87.66662096
9627434,05-23-2014 11:00,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",1,0,5,21,49,08B,1175628,1841630,2014,41.72079978,-87.63231112
10695559,09-26-2016 04:45,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,0,1,3,5,43,26,1187716,1857556,2016,41.76422366,-87.58753043
9600221,05-05-2014 06:00,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,0,0,14,26,22,3,1152475,1913811,2014,41.91936025,-87.7152141
9809776,10-07-2014 13:30,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,APARTMENT,0,1,7,16,68,20,1169703,1864064,2014,41.78249202,-87.65336364
10215375,08-28-2015 02:55,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,0,0,14,1,22,6,1157691,1913452,2015,41.91827037,-87.69605957
10430904,02-29-2016 02:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,9,20,61,14,1164778,1874586,2016,41.81147113,-87.67112296
9520019,03-06-2014 20:35,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),0,0,25,36,17,08B,1127552,1919500,2014,41.93542802,-87.80665773
9841849,11-01-2014 17:49,OTHER OFFENSE,PAROLE VIOLATION,VEHICLE NON-COMMERCIAL,1,0,4,8,47,26,1184956,1843531,2014,41.72580282,-87.59808561
10029600,04-12-2015 20:15,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,1,0,15,28,25,18,1144218,1901500,2015,41.88573681,-87.74586147
9805571,10-03-2014 22:30,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,0,0,6,21,71,3,1166057,1852142,2014,41.7498548,-87.66706951
10365614,01-02-2016 03:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,12,27,24,7,1166943,1907099,2016,41.90064364,-87.66224979
9769853,09-08-2014 21:00,THEFT,OVER $500,STREET,0,0,19,44,6,6,1170427,1919586,2014,41.93483312,-87.64908699
9298372,09-09-2013 01:30,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,0,1,3,6,69,08B,1182474,1857268,2013,41.76355647,-87.60675235
9443361,12-28-2013 04:15,THEFT,POCKET-PICKING,STREET,0,0,1,42,32,6,1176400,1899863,2013,41.88057943,-87.62773256
9301459,09-10-2013 14:30,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,0,12,27,23,14,1155287,1903163,2013,41.89008511,-87.70516888
10268476,10-09-2015 16:30,BATTERY,DOMESTIC BATTERY SIMPLE,SMALL RETAIL STORE,0,1,17,33,21,08B,1155975,1923781,2015,41.94664872,-87.70208488
9422610,12-10-2013 13:12,ASSAULT,SIMPLE,RESIDENCE,0,1,14,26,23,08A,1154798,1908269,2013,41.90410626,-87.70682779
10281068,10-19-2015 09:00,THEFT,FROM BUILDING,OTHER,0,0,22,19,72,6,1165422,1836365,2015,41.70657375,-87.66984206
9730713,08-09-2014 12:08,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,1,0,4,7,46,18,1197212,1852819,2014,41.7509938,-87.55288348
10719369,10-17-2016 12:00,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",0,0,10,12,30,08A,1157723,1887796,2016,41.84786723,-87.69664134
8867706,10-30-2012 08:15,BURGLARY,UNLAWFUL ENTRY,APARTMENT,0,0,19,44,6,5,1168030,1922258,2012,41.94221737,-87.65781858
8838406,10-09-2012 20:00,ROBBERY,STRONGARM - NO WEAPON,STREET,0,0,17,39,13,3,1151365,1937247,2012,41.98369224,-87.71867487
9272340,08-01-2013 08:52,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,1,0,15,28,25,18,1142660,1904503,2013,41.89400653,-87.75150806
10057734,05-02-2015 09:30,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),0,0,18,42,8,6,1176399,1904492,2015,41.89328168,-87.62759645
10003154,02-23-2015 03:23,BATTERY,SIMPLE,SIDEWALK,0,0,7,17,67,08B,1167412,1859640,2015,41.77040142,-87.66188974
9501052,02-15-2014 12:05,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,0,1,6,21,44,08B,1176608,1847262,2014,41.73623277,-87.62855271
9634639,05-28-2014 07:05,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,AIRCRAFT,0,0,16,41,76,26,1103035,1933536,2014,41.97432287,-87.89649895
10460343,03-17-2016 04:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,8,13,62,08B,1150378,1865833,2016,41.78774395,-87.72416937
9135929,05-19-2013 01:54,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,19,32,6,7,1166112,1921343,2013,41.93974783,-87.66489428
9145621,05-24-2013 12:30,BATTERY,SIMPLE,SIDEWALK,0,0,10,24,29,08B,1155992,1890465,2013,41.85522631,-87.70292228
9392319,11-15-2013 09:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,12,26,24,14,1157550,1906273,2013,41.89857347,-87.69677336
9348243,10-10-2013 18:50,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,0,0,18,43,7,5,1168186,1913450,2013,41.9180444,-87.65750039
8719933,07-23-2012 09:00,THEFT,$500 AND UNDER,RESIDENCE,0,0,5,34,49,6,1177792,1835020,2012,41.70261241,-87.6245842
10668959,09-04-2016 15:05,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,0,0,14,1,21,3,1159757,1918532,2016,41.93216786,-87.68832854
9254014,08-08-2013 11:00,THEFT,PURSE-SNATCHING,RESTAURANT,0,0,9,16,61,6,1169191,1870802,2013,41.80099297,-87.65504587
10440831,03-08-2016 16:00,BURGLARY,UNLAWFUL ENTRY,APARTMENT,0,1,8,18,70,5,1149265,1846813,2016,41.73557141,-87.72874049
8705670,07-13-2012 06:30,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENTIAL YARD (FRONT/BACK),0,0,5,34,49,04B,1177483,1834467,2012,41.70110187,-87.62573231
9107172,04-29-2013 03:00,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,1,0,2,4,39,17,1185270,1874492,2013,41.81075529,-87.59596314
9264942,08-15-2013 11:30,BATTERY,SIMPLE,STREET,0,0,25,29,25,08B,1136683,1908708,2013,41.9056547,-87.77335919
10605514,07-20-2016 07:43,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,1,0,4,7,46,18,1198769,1853095,2016,41.75171226,-87.54716875
9548158,03-25-2014 09:00,THEFT,OVER $500,STREET,0,0,8,13,70,6,1148858,1852667,2014,41.75164367,-87.73008125
10202400,08-19-2015 10:15,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,0,0,24,49,1,7,1167323,1944999,2015,42.00463464,-87.65975992
10531514,05-22-2016 12:40,THEFT,RETAIL THEFT,DRUG STORE,0,0,1,2,28,6,1173209,1894980,2016,41.86725154,-87.63959443
10070669,05-13-2015 09:10,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,22,21,71,14,1173535,1845704,2015,41.73202591,-87.63985707
8682573,06-07-2012 09:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,0,0,25,29,19,6,1133728,1913697,2012,41.91939756,-87.78409677
10856729,11-20-2016 08:00,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,0,1,6,21,71,26,,,2016,,
8795553,09-10-2012 13:30,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,0,11,27,23,14,1154044,1903801,2012,41.89186073,-87.70971673
9560003,04-05-2014 00:05,ROBBERY,STRONGARM - NO WEAPON,STREET,0,0,5,34,53,3,1173313,1820528,2014,41.66294403,-87.64141128
9768035,09-05-2014 21:30,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,25,37,19,7,1140354,1914275,2014,41.92086462,-87.75973738
8446717,01-19-2012 05:05,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,1,0,7,15,67,18,1165418,1863368,2012,41.78067402,-87.66909341
9138976,05-19-2013 03:00,CRIMINAL DAMAGE,TO PROPERTY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,0,0,4,10,46,14,1198130,1844276,2013,41.72752826,-87.54980457
9746336,08-19-2014 08:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,1,14,26,23,08B,1153827,1909439,2014,41.90733626,-87.71036332
8819436,09-26-2012 12:45,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,0,0,5,9,53,26,1179289,1828231,2012,41.68394849,-87.61930868
9061728,03-25-2013 09:41,ROBBERY,STRONGARM - NO WEAPON,CTA BUS,0,0,6,9,44,3,1183184,1843661,2013,41.72620091,-87.60457245
9945973,01-30-2015 11:53,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,1,0,6,17,71,18,1166043,1852676,2015,41.75132046,-87.66710566
9412710,12-02-2013 13:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,0,0,4,7,46,5,1195007,1847512,2013,41.73648556,-87.56113803
8870246,10-28-2012 10:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),0,0,17,33,14,14,1154526,1931236,2012,41.96713489,-87.70721078
8887278,11-14-2012 11:18,BATTERY,SIMPLE,"SCHOOL, PRIVATE, BUILDING",0,0,2,4,39,08B,1184079,1874062,2012,41.8096033,-87.600345
9714187,07-28-2014 03:06,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,0,0,9,20,61,14,1166470,1873294,2014,41.80788979,-87.66495365
8750648,08-03-2012 01:40,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,11,28,25,08B,1144815,1901044,2012,41.88447426,-87.74368065
8424931,01-03-2012 18:40,ASSAULT,SIMPLE,RESIDENCE,0,1,25,29,25,08A,1136076,1909634,2012,41.90820661,-87.77556683
10468409,03-30-2016 07:00,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),0,0,6,21,71,6,1175094,1849051,2016,41.7411759,-87.6340462
10611329,07-25-2016 05:00,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,1,0,14,35,22,26,1156509,1912651,2016,41.91609638,-87.70042405
10445460,03-11-2016 19:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,0,5,9,49,08B,1181202,1831936,2016,41.69407181,-87.61219231
10682560,09-14-2016 08:00,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),0,0,11,24,29,7,1152052,1894463,2016,41.86627575,-87.71727867
10317785,11-19-2015 03:00,ASSAULT,AGGRAVATED: HANDGUN,STREET,0,0,7,16,68,04A,1170993,1865372,2015,41.78605324,-87.64859594
8515064,03-10-2012 23:10,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,1,0,14,26,23,18,1154022,1910440,2012,41.9100792,-87.70962026
8835208,10-05-2012 20:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,10,24,29,7,1148267,1893385,2012,41.86339128,-87.73120162
9994732,03-14-2015 02:08,THEFT,FROM COIN-OP MACHINE/DEVICE,COIN OPERATED MACHINE,0,0,24,48,77,6,1167960,1941343,2015,41.99458874,-87.65752255
9068947,03-30-2013 10:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,0,0,2,4,38,26,1180687,1878345,2013,41.8214349,-87.61265442
9465628,01-13-2014 03:30,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,6,6,44,08B,1179306,1846027,2014,41.73278272,-87.61870581
9743004,08-19-2014 02:45,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,0,1,11,27,23,08B,1150295,1903249,2014,41.89041993,-87.72349964
9414217,12-04-2013 06:50,CRIMINAL DAMAGE,TO PROPERTY,BANK,0,0,1,42,32,14,1177248,1902291,2013,41.88722282,-87.62454519
8523580,03-16-2012 06:11,BURGLARY,FORCIBLE ENTRY,RESIDENCE,0,0,8,17,66,5,1162282,1857943,2012,41.76585297,-87.68074154
10032498,04-14-2015 10:09,NARCOTICS,POSS: CRACK,SIDEWALK,1,0,15,37,25,18,1140766,1903457,2015,41.89117121,-87.75848995
9296146,09-06-2013 23:26,BATTERY,SIMPLE,STREET,0,0,6,6,44,08B,1180275,1852549,2013,41.75065771,-87.61495649
8496279,02-25-2012 06:30,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,DEPARTMENT STORE,0,1,1,2,28,20,1173309,1895278,2012,41.86806706,-87.63921847
8740334,08-05-2012 05:00,THEFT,OVER $500,STREET,0,0,6,21,71,6,1168241,1851037,2012,41.74677583,-87.65909812
10589042,07-07-2016 15:50,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,5,21,49,08B,1176975,1841098,2016,41.71930969,-87.62739336
10107992,06-03-2015 14:00,THEFT,$500 AND UNDER,GAS STATION,0,0,6,6,69,6,1177594,1854568,2015,41.75625909,-87.62471994
10088759,05-27-2015 05:42,THEFT,POCKET-PICKING,SIDEWALK,0,0,16,36,17,6,1133147,1920671,2015,41.93854522,-87.78606793
10756649,11-17-2016 07:00,ASSAULT,PRO EMP HANDS NO/MIN INJURY,PARK PROPERTY,0,0,9,11,61,08A,1172229,1876875,2016,41.81759157,-87.6437258
10216787,08-30-2015 03:27,ASSAULT,SIMPLE,RESIDENCE,0,0,24,50,2,08A,1158495,1947040,2015,42.0104212,-87.69218219
8977507,01-19-2013 01:00,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),0,0,9,3,37,6,1175511,1869622,2013,41.79761574,-87.63190367
9798777,09-28-2014 12:00,THEFT,OVER $500,STREET,0,0,2,3,40,6,1178065,1869587,2014,41.79746213,-87.6225389
9247165,08-04-2013 14:50,ROBBERY,STRONGARM - NO WEAPON,SMALL RETAIL STORE,0,0,4,10,52,3,1202327,1835278,2013,41.70273118,-87.53473641
9915132,12-29-2014 12:30,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,0,0,7,16,68,5,1169597,1868008,2014,41.79331712,-87.65363795
8441926,01-16-2012 01:00,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),0,0,14,26,22,6,1152280,1914391,2012,41.92095568,-87.71591522
10344859,12-13-2015 07:00,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,0,0,11,28,26,3,1150775,1900940,2015,41.88407441,-87.72179728
